Tarih,Dağıtılan Enerji (MWh)
2021-08-01 00:00:00,2571.2307400548107
2021-08-01 01:00:00,2422.2475274466638
2021-08-01 02:00:00,2286.023672391227
2021-08-01 03:00:00,2173.95140030988
2021-08-01 04:00:00,2085.29476462596
2021-08-01 05:00:00,2035.6665965372604
2021-08-01 06:00:00,1933.5120039457747
2021-08-01 07:00:00,1964.3515570123586
2021-08-01 08:00:00,2119.7305603940436
2021-08-01 09:00:00,2330.2804987803233
2021-08-01 10:00:00,2557.298884813526
2021-08-01 11:00:00,2734.5870789003875
2021-08-01 12:00:00,2837.852167039928
2021-08-01 13:00:00,2948.862262656346
2021-08-01 14:00:00,3028.9761429964383
2021-08-01 15:00:00,3025.833419172977
2021-08-01 16:00:00,3039.540833530709
2021-08-01 17:00:00,3024.562662060325
2021-08-01 18:00:00,3010.95412841438
2021-08-01 19:00:00,2939.8096212942573
2021-08-01 20:00:00,2962.435885527033
2021-08-01 21:00:00,2960.2575995472503
2021-08-01 22:00:00,2863.117764254265
2021-08-01 23:00:00,2762.371223659103
2021-08-02 00:00:00,2599.7666499605975
2021-08-02 01:00:00,2417.310610249848
2021-08-02 02:00:00,2265.558033325622
2021-08-02 03:00:00,2168.61272029236
2021-08-02 04:00:00,2095.7970675141664
2021-08-02 05:00:00,2050.4705076842133
2021-08-02 06:00:00,1983.5288385252543
2021-08-02 07:00:00,2115.059455687889
2021-08-02 08:00:00,2378.137161703571
2021-08-02 09:00:00,2331.9006065263516
2021-08-02 10:00:00,2547.983657065779
2021-08-02 11:00:00,2937.6120274317223
2021-08-02 12:00:00,3316.8629951978496
2021-08-02 13:00:00,3442.5574264640063
2021-08-02 14:00:00,3542.5891659547274
2021-08-02 15:00:00,3538.234693736655
2021-08-02 16:00:00,3530.125514075888
2021-08-02 17:00:00,3436.1334314585515
2021-08-02 18:00:00,3289.827752868044
2021-08-02 19:00:00,3195.0329396638763
2021-08-02 20:00:00,3191.477452833863
2021-08-02 21:00:00,3197.7150808550596
2021-08-02 22:00:00,3087.1816722053795
2021-08-02 23:00:00,2941.1168337165564
2021-08-03 00:00:00,2728.2871953644576
2021-08-03 01:00:00,2548.589079272082
2021-08-03 02:00:00,2406.6392714042713
2021-08-03 03:00:00,2301.3601312684063
2021-08-03 04:00:00,2224.154893375604
2021-08-03 05:00:00,2178.899588532725
2021-08-03 06:00:00,2106.2533273099393
2021-08-03 07:00:00,2218.0042040824997
2021-08-03 08:00:00,2627.566865392887
2021-08-03 09:00:00,3004.9869113094637
2021-08-03 10:00:00,3237.051321044345
2021-08-03 11:00:00,3408.6080174426315
2021-08-03 12:00:00,3433.5178557456074
2021-08-03 13:00:00,3572.222326722514
2021-08-03 14:00:00,3622.303423052438
2021-08-03 15:00:00,3633.105297000855
2021-08-03 16:00:00,3598.644318376166
2021-08-03 17:00:00,3529.0232688621736
2021-08-03 18:00:00,3374.8925238492484
2021-08-03 19:00:00,3268.184488605385
2021-08-03 20:00:00,3262.004768163609
2021-08-03 21:00:00,3254.208856830809
2021-08-03 22:00:00,3144.017077101679
2021-08-03 23:00:00,3004.5672049519703
2021-08-04 00:00:00,2801.7709533465804
2021-08-04 01:00:00,2625.832971867866
2021-08-04 02:00:00,2486.7507279252004
2021-08-04 03:00:00,2377.8026937366553
2021-08-04 04:00:00,2310.980820159933
2021-08-04 05:00:00,2264.5575817394715
2021-08-04 06:00:00,2171.316583694144
2021-08-04 07:00:00,2265.3071570508378
2021-08-04 08:00:00,2679.415160246675
2021-08-04 09:00:00,2995.5414497641063
2021-08-04 10:00:00,3190.6987478436154
2021-08-04 11:00:00,3376.4634903742094
2021-08-04 12:00:00,3383.6320849203676
2021-08-04 13:00:00,3524.3567588880246
2021-08-04 14:00:00,3628.119562660644
2021-08-04 15:00:00,3609.1047213177944
2021-08-04 16:00:00,3589.270720448324
2021-08-04 17:00:00,3501.8455406315925
2021-08-04 18:00:00,3341.435195022646
2021-08-04 19:00:00,3256.6488545642087
2021-08-04 20:00:00,3222.245600104793
2021-08-04 21:00:00,3201.823295076066
2021-08-04 22:00:00,3095.217135891257
2021-08-04 23:00:00,2952.524326068774
2021-08-05 00:00:00,2754.628963179707
2021-08-05 01:00:00,2577.4827630429822
2021-08-05 02:00:00,2432.2892236889866
2021-08-05 03:00:00,2312.64036649303
2021-08-05 04:00:00,2250.361117741666
2021-08-05 05:00:00,2198.6196768581135
2021-08-05 06:00:00,2126.1034758220353
2021-08-05 07:00:00,2240.0616677683765
2021-08-05 08:00:00,2647.3167475316873
2021-08-05 09:00:00,2983.649513548229
2021-08-05 10:00:00,3196.0130026747256
2021-08-05 11:00:00,3368.363455286311
2021-08-05 12:00:00,3403.154431614516
